time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.118,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.218,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.337,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.438,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.558,0.0,0.01317626953125,0.0,1,-0.00913045,0.333439,0.00822276,5237.92,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.676,0.0,0.767247940546875,0.0,1,-0.00913045,0.333439,0.00822276,5711.23,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.778,0.0,0.9768655825021499,0.0,1,-0.00913045,0.333439,0.00822276,6509.72,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.896,0.0,1.0,0.0,1,-0.00913045,0.333439,0.00822276,7753.71,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.998,0.0,1.0,0.0,1,-0.0164475,0.33345,0.00871628,8986.15,0.0,5.7058,12.6460,22.5471,139.7670,90.6271,77.1409,71.4869,67.1886,64.4275,61.8889,59.5470,57.3803,54.6054,51.7547,47.1630,40.0057,31.0007,22.7402,11.2174
1.118,0.0,1.0,0.0,1,2.72319,0.333386,0.00871008,5235.99,0.0,5.7063,12.6482,22.5671,139.7150,90.5914,77.1102,71.4582,67.1616,64.4016,61.8638,59.5229,57.3570,54.5832,51.7334,47.1436,39.9897,30.9903,22.7350,11.2169
1.218,0.0,1.0,0.0,1,7.08155,0.333186,0.00869387,5235.99,0.0,5.7079,12.6579,22.6718,139.4270,90.3996,76.9455,71.3052,67.0177,64.2630,61.7307,59.3946,57.2331,54.4652,51.6215,47.0414,39.9060,30.9364,22.7080,11.2154
1.320,0.0,1.0,0.0,1,11.3566,0.332807,0.00869196,5235.99,0.0,5.7112,12.6789,22.8857,138.8390,90.0169,76.6198,71.0033,66.7336,63.9908,61.4691,59.1429,56.9905,54.2344,51.4027,46.8419,39.7430,30.8312,22.6548,11.2122
