time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.120,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.240,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.359,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.459,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.582,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.699,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.802,0.0,0.213643798828125,0.0,1,-0.00913045,0.333439,0.00822276,5281.12,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.923,0.0,0.78665382984375,0.0,1,-0.00913045,0.333439,0.00822276,5840.09,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
1.039,0.0,0.9502597367288249,0.0,1,0.159476,0.333458,0.00862187,5264.23,0.0,5.7052,12.6422,22.5299,139.9010,90.6824,77.1807,71.5210,67.2185,64.4550,61.9143,59.5704,57.4019,54.6249,51.7719,47.1773,40.0166,31.0084,22.7451,11.2185
1.159,0.0,1.0,0.0,1,4.44308,0.333362,0.008578,5235.99,0.0,5.7058,12.6451,22.5699,139.8230,90.6173,77.1220,71.4650,67.1650,64.4029,61.8635,59.5214,57.3541,54.5789,51.7280,47.1366,39.9828,30.9871,22.7347,11.2181
1.262,0.0,1.0,0.0,1,8.80983,0.333089,0.0085985,5235.99,0.0,5.7082,12.6605,22.7236,139.3650,90.3267,76.8763,71.2380,66.9521,64.1991,61.6680,59.3333,57.1732,54.4071,51.5654,46.9886,39.8621,30.9090,22.6952,11.2156
1.381,0.0,1.0,0.0,1,13.8555,0.332546,0.00858467,5235.99,0.0,5.7128,12.6917,23.0402,138.5280,89.7805,76.4100,70.8056,66.5456,63.8092,61.2933,58.9727,56.8255,54.0759,51.2513,46.7022,39.6278,30.7575,22.6184,11.2112
1.486,0.0,1.0,0.0,1,18.2076,0.331893,0.00858134,5235.99,0.0,5.7184,12.7348,23.4649,137.5040,89.1154,75.8438,70.2809,66.0521,63.3361,60.8387,58.5353,56.4041,53.6749,50.8712,46.3558,39.3438,30.5728,22.5233,11.2057
1.586,0.0,1.0,0.0,1,22.4889,0.331082,0.00857609,6842.53,0.0,5.7253,12.7962,24.0661,136.2320,88.2892,75.1401,69.6286,65.4391,62.7479,60.2739,57.9918,55.8801,53.1765,50.3986,45.9250,38.9898,30.3413,22.4022,11.1990
1.704,0.0,0.9537653335937499,0.0,1,28.096,0.329874,0.00856608,16818.7,0.0,5.7355,12.9047,25.1603,134.3400,87.0597,74.0930,68.6581,64.5267,61.8731,59.4333,57.1830,55.1008,52.4344,49.6955,45.2841,38.4613,29.9929,22.2163,11.1884
1.823,0.0,0.892246681093975,0.0,2,33.657,0.328397,0.00855273,7853.48,0.0,5.7481,13.0669,27.0111,132.0250,85.5549,72.8115,67.4701,63.4101,60.8020,58.4044,56.1928,54.1466,51.5263,48.8347,44.4995,37.8115,29.5600,21.9795,11.1685
1.945,0.0,0.9025498756874489,0.0,2,39.0473,0.326664,0.00854128,9551.26,0.0,5.7629,13.3030,31.1943,129.2980,83.7844,71.3037,66.0729,62.0966,59.5424,57.1942,55.0285,53.0246,50.4584,47.8224,43.5769,37.0437,29.0424,21.6885,11.1337
2.046,0.0,0.9302037444371383,0.0,2,43.8133,0.324988,0.00852841,12118.4,0.0,5.7771,13.5825,200.0000,126.6590,82.0702,69.8443,64.7199,60.8248,58.3228,56.0226,53.9009,51.9380,49.4244,46.8421,42.6836,36.2963,28.5329,21.3945,11.0884
