time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.118,0.058962057752735594,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.236,0.07441860742026872,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.338,0.07811056662291085,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.456,0.07943827412953193,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.557,0.07975541101020221,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.676,0.07986946021659405,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.776,0.07989670206721074,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.897,0.07990649881944249,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
1.015,0.07987973415486115,0.6303738164062499,0.0,1,0.0492675,0.333455,0.00861233,5249.36,0.0,5.7052,12.6418,22.5277,139.9170,90.6895,77.1858,71.5253,67.2226,64.4586,61.9174,59.5736,57.4048,54.6275,51.7744,47.1793,40.0181,31.0095,22.7456,11.2185
1.117,0.07963050229494115,0.8863946597381249,0.0,1,2.41555,0.333453,0.00837057,5235.99,0.0,5.7038,12.6333,22.4970,140.2220,90.8062,77.2659,71.5922,67.2799,64.5106,61.9644,59.6161,57.4434,54.6615,51.8040,47.2022,40.0346,31.0222,22.7543,11.2212
1.237,0.07843359449736483,1.0,0.0,1,7.44795,0.333567,0.00681513,5235.99,0.0,5.6938,12.5775,22.3169,142.1700,91.5291,77.7563,71.9977,67.6262,64.8210,62.2436,59.8678,57.6711,54.8598,51.9737,47.3305,40.1260,31.0951,22.8068,11.2394
1.338,0.07733366828743213,1.0,0.0,1,11.5783,0.333802,0.00415581,5235.99,0.0,5.6765,12.4822,22.0033,145.7040,92.8351,78.6429,72.7328,68.2554,65.3862,62.7532,60.3282,58.0881,55.2242,52.2877,47.5703,40.2949,31.2277,22.9002,11.2709
1.459,0.07633377740190322,1.0,0.0,1,16.6849,0.334425,-0.000760857,5235.99,0.0,5.6433,12.3071,21.4380,152.8690,95.4162,80.3877,74.1770,69.4902,66.4955,63.7525,61.2316,58.9068,55.9403,52.9054,48.0435,40.6188,31.4807,23.0767,11.3316
1.560,0.07588635029826109,1.0,0.0,1,21.0248,0.335481,-0.00660593,5680.8,0.0,5.6018,12.1010,20.7912,162.6150,98.7899,82.6498,76.0442,71.0845,67.9264,65.0416,62.3963,59.9624,56.8640,53.7028,48.6567,41.0227,31.7941,23.2937,11.4075
1.680,0.07593658139704543,1.0,0.0,1,26.4503,0.337719,-0.0161789,13621.0,0.0,5.5309,11.7685,19.7778,182.3400,105.1790,86.8799,79.5225,74.0475,70.5829,67.4328,64.5566,61.9202,58.5787,55.1853,49.8024,41.7470,32.3476,23.6699,11.5378
1.802,0.07689226352203427,1.0,0.0,2,32.0088,0.341559,-0.030566,6891.96,0.0,5.4238,11.2872,18.3687,200.0000,117.3280,94.7165,85.9098,79.4578,75.4189,71.7760,68.4736,65.4668,61.6824,57.8698,51.8846,43.0677,33.2818,24.2888,11.7336
1.920,0.0793219824584092,1.0,0.0,2,37.2855,0.348383,-0.0505775,8903.58,0.0,5.2695,10.6484,16.6561,200.0000,141.3480,109.3310,97.5707,89.1905,84.0417,79.4609,75.3588,71.6652,67.0711,62.5031,55.4522,45.3228,34.7295,25.2369,12.0160
2.021,0.08284239652954184,1.0,0.0,2,42.0734,0.357646,-0.074807,12436.0,0.0,5.0848,9.9333,14.9091,200.0000,190.7230,136.3550,118.2700,105.9870,98.6759,92.3151,86.7304,81.7893,75.7563,69.8785,61.0325,48.7853,36.7170,26.5248,12.3735
2.122,-0.24863501542565675,1.0,0.0,3,46.8292,0.370356,-0.101776,12114.0,0.0,4.8728,9.2057,13.3204,22.1704,200.0000,189.9850,156.6990,135.5230,123.6030,113.6190,105.1340,97.8358,89.1800,81.0047,69.1546,53.5910,39.1547,28.0749,12.7974
2.224,-0.1668030579416792,1.0,0.0,3,51.3394,0.381346,-0.0721882,7981.16,0.0,4.9161,9.8951,15.3824,200.0000,177.9260,128.2600,111.6660,100.3250,93.5459,87.6321,82.4276,77.8119,72.1642,66.6477,58.3202,46.7398,35.2863,25.7954,12.3994
2.342,-0.04372642082106355,1.0,0.0,3,56.6517,0.396522,-0.0455502,7858.42,0.0,4.9508,10.7310,18.7415,200.0000,124.6020,97.5670,87.4690,80.2176,75.7393,71.7395,68.1462,64.9002,60.8504,56.8093,50.5430,41.4803,32.0682,23.8851,12.0670
2.444,-0.014328273574646106,1.0,0.0,2,60.6852,0.407209,-0.0215546,9737.91,0.0,4.9806,11.4059,22.9725,193.3620,106.1620,85.5313,77.5179,71.6553,67.9887,64.6836,61.6895,58.9646,55.5374,52.0869,46.6747,38.7121,30.2600,22.8086,11.8734
2.564,-0.0037560709479520296,1.0,0.0,2,64.8141,0.413195,-0.00216252,10869.8,0.0,5.0286,12.0994,35.5227,180.9010,97.7059,79.4941,72.3243,67.0438,63.7260,60.7258,57.9993,55.5114,52.3729,49.2027,44.2088,36.8140,28.9197,21.9980,11.7115
2.683,-0.000984631462579937,1.0,0.0,2,70.501,0.412287,0.0191835,14993.2,0.0,5.1527,13.2180,67.8224,157.8250,89.1183,73.2454,66.9076,62.2077,59.2407,56.5481,54.0934,51.8469,49.0037,46.1218,41.5610,34.7604,27.4466,21.0756,11.4845
2.783,-0.0003226440376581937,1.0,0.0,3,75.5034,0.405396,0.040412,8478.89,0.0,5.3392,14.8024,144.3910,136.5660,80.7766,67.1294,61.5960,57.4607,54.8360,52.4446,50.2565,48.2475,45.6957,43.0986,38.9669,32.7560,26.0103,20.1515,11.2243
2.902,-8.457919860786953e-05,1.0,0.0,3,80.8856,0.386457,0.0658286,8723.22,0.0,5.6793,17.8519,200.0000,117.2620,72.2657,60.6815,55.9165,52.3293,50.0406,47.9475,46.0255,44.2552,41.9988,39.6932,36.0062,30.4195,24.2910,19.0016,10.8479
3.007,0.06654157813802439,1.0,0.0,3,85.7264,0.359879,0.0779165,8885.6,0.0,6.0185,20.7021,200.0000,116.8320,70.7135,59.1049,54.3603,50.8001,48.5340,46.4650,44.5684,42.8235,40.6035,38.3389,34.7260,29.2714,23.3146,18.2756,10.5424
