time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.101,-0.071778470273716,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.221,-0.09759154364895532,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.341,-0.10435828595583405,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.441,-0.1059745934157237,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.542,-0.10650422504418035,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.661,-0.10669469190750391,0.314385791015625,0.0,1,-0.00913045,0.333439,0.00822276,5308.73,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.778,-0.106744621652923,0.8175206847375,0.0,1,-0.00913045,0.333439,0.00822276,5942.14,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.879,-0.10675654789694582,0.9403071057091589,0.0,1,-0.00913045,0.333439,0.00822276,6765.97,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.999,-0.10676045588858721,0.980174330445652,0.0,1,-0.017053,0.33345,0.00871533,8019.12,0.0,5.7058,12.6459,22.5470,139.7680,90.6275,77.1413,71.4874,67.1892,64.4278,61.8893,59.5473,57.3807,54.6057,51.7548,47.1632,40.0059,31.0008,22.7403,11.2174
1.099,-0.10674191901795343,0.9950751710848063,0.0,1,1.6843,0.333433,0.00898474,5235.99,0.0,5.7075,12.6575,22.6073,139.3510,90.4470,77.0087,71.3727,67.0873,64.3339,61.8022,59.4667,57.3053,54.5372,51.6929,47.1113,39.9657,30.9729,22.7239,11.2142
1.200,-0.10566758430654767,0.9987230738579442,0.0,1,6.18234,0.333019,0.0105464,5235.99,0.0,5.7202,12.7334,23.0171,136.8710,89.3428,76.1882,70.6590,66.4500,63.7436,61.2535,58.9549,56.8269,54.0997,51.2958,46.7752,39.7031,30.7903,22.6172,11.1936
1.301,-0.10424389880422852,0.9983749127792712,0.0,1,10.4681,0.331964,0.0137483,5235.99,0.0,5.7480,12.8987,23.9743,131.9960,87.1280,74.5328,69.2153,65.1581,62.5451,60.1380,57.9135,55.8518,53.2070,50.4840,46.0863,39.1620,30.4140,22.3961,11.1499
1.401,-0.1031061943366317,0.9717531847788865,0.0,1,14.6953,0.330239,0.0186107,5235.99,0.0,5.7919,13.1661,25.7871,125.1700,83.9459,72.1368,67.1195,63.2783,60.7990,58.5105,56.3923,54.4261,51.8994,49.2931,45.0731,38.3605,29.8563,22.0667,11.0831
1.504,-0.10240521340606809,0.9317214546820956,0.0,1,18.9981,0.327522,0.0254332,5235.99,0.0,5.8570,13.5786,30.0279,116.5960,79.8032,68.9858,64.3514,60.7877,58.4798,56.3450,54.3646,52.5223,50.1496,47.6959,43.7094,37.2707,29.0974,21.6152,10.9885
