time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.100,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.219,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.338,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.439,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.559,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.677,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.778,0.0,0.6124571015625,0.0,1,-0.00913045,0.333439,0.00822276,5529.33,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.879,0.0,0.861540847336875,0.0,1,-0.00913045,0.333439,0.00822276,6184.27,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.999,0.0,0.9435461091522221,0.0,1,-0.0164475,0.33345,0.00871628,7258.79,0.0,5.7058,12.6460,22.5471,139.7670,90.6271,77.1409,71.4869,67.1886,64.4275,61.8889,59.5470,57.3803,54.6054,51.7547,47.1630,40.0057,31.0007,22.7402,11.2174
1.119,0.0,0.9739781176438502,0.0,1,2.55982,0.333424,0.00873869,5235.99,0.0,5.7062,12.6484,22.5687,139.6820,90.5794,77.1024,71.4519,67.1563,64.3966,61.8596,59.5191,57.3536,54.5803,51.7310,47.1419,39.9886,30.9895,22.7345,11.2169
1.239,0.0,0.9844867345153794,0.0,1,7.85114,0.333165,0.0087139,5235.99,0.0,5.7082,12.6610,22.7054,139.3110,90.3310,76.8887,71.2532,66.9691,64.2169,61.6866,59.3523,57.1927,54.4268,51.5853,47.0087,39.8796,30.9195,22.6995,11.2150
1.339,0.0,0.9869968280097494,0.0,1,12.0136,0.332762,0.00872391,5235.99,0.0,5.7117,12.6841,22.9366,138.6720,89.9196,76.5394,70.9296,66.6650,63.9256,61.4069,59.0833,56.9333,54.1804,51.3518,46.7961,39.7059,30.8072,22.6425,11.2115
1.440,0.0,0.9878193354459847,0.0,1,16.2328,0.33219,0.00871771,5235.99,0.0,5.7166,12.7194,23.2887,137.7920,89.3473,76.0517,70.4776,66.2400,63.5179,61.0153,58.7064,56.5703,53.8346,51.0241,46.4975,39.4612,30.6484,22.5612,11.2067
1.542,0.0,0.9880888546826903,0.0,1,20.5465,0.331429,0.0087139,5235.99,0.0,5.7231,12.7731,23.8139,136.6180,88.5846,75.4025,69.8756,65.6746,62.9754,60.4940,58.2049,56.0871,53.3748,50.5882,46.1000,39.1352,30.4356,22.4507,11.2004
1.661,0.0,0.9881857795656892,0.0,1,25.7559,0.330307,0.00870674,10092.1,0.0,5.7327,12.8665,24.7397,134.8850,87.4586,74.4431,68.9867,64.8384,62.1738,59.7241,57.4641,55.3728,52.6952,49.9437,45.5127,38.6517,30.1178,22.2825,11.1910
1.763,0.0,0.988208931091835,0.0,2,30.5298,0.329168,0.00869673,11714.9,0.0,5.7424,12.9790,25.9339,133.1300,86.3178,73.4713,68.0857,63.9917,61.3617,58.9437,56.7130,54.6493,52.0062,49.2909,44.9177,38.1598,29.7917,22.1061,11.1788
1.881,0.0,0.988217256875888,0.0,2,35.8264,0.327559,0.00868767,7659.35,0.0,5.7561,13.1719,28.4488,130.6390,84.6996,72.0935,66.8087,62.7911,60.2105,57.8378,55.6488,53.6236,51.0302,48.3658,44.0745,37.4601,29.3230,21.8464,11.1526
