time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.120,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.239,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.358,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.462,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.582,0.0,0.47673249023437503,0.0,1,-0.00913045,0.333439,0.00822276,5393.83,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.700,0.0,0.9103673728574999,0.0,1,-0.00913045,0.333439,0.00822276,6155.21,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.802,0.0,1.0,0.0,1,-0.00913045,0.333439,0.00822276,7094.43,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.921,0.0,1.0,0.0,1,-0.00913045,0.333439,0.00822276,8460.45,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
1.041,0.0,1.0,0.0,1,0.137316,0.333426,0.00864571,5264.23,0.0,5.7056,12.6438,22.5364,139.8630,90.6660,77.1685,71.5104,67.2092,64.4462,61.9060,59.5629,57.3949,54.6185,51.7661,47.1723,40.0127,31.0056,22.7432,11.2179
1.160,0.0,1.0,0.0,1,4.44609,0.333357,0.00884455,5235.99,0.0,5.7074,12.6558,22.6206,139.4370,90.4562,77.0055,71.3656,67.0775,64.3226,61.7896,59.4529,57.2909,54.5216,51.6767,47.0942,39.9505,30.9642,22.7208,11.2152
1.280,0.0,1.0,0.0,1,9.66357,0.333,0.00884789,5235.99,0.0,5.7104,12.6748,22.8153,138.8860,90.1003,76.7027,71.0851,66.8138,64.0698,61.5470,59.2194,57.0659,54.3076,51.4740,46.9094,39.7997,30.8668,22.6717,11.2121
