time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.117,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.219,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.337,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.458,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.559,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.675,0.0,0.533909970703125,0.0,1,-0.00913045,0.333439,0.00822276,5439.78,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.798,0.0,0.8809278336412499,0.0,1,-0.00913045,0.333439,0.00822276,6209.22,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.917,0.0,0.9739830030533017,0.0,1,-0.00913045,0.333439,0.00822276,7318.1,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
1.038,0.0,0.9971513695811308,0.0,1,0.171708,0.333438,0.00869625,5264.23,0.0,5.7058,12.6455,22.5450,139.7920,90.6363,77.1474,71.4922,67.1933,64.4317,61.8926,59.5504,57.3835,54.6082,51.7569,47.1650,40.0069,31.0017,22.7408,11.2175
1.138,0.0,1.0,0.0,1,3.56151,0.333431,0.00897044,5235.99,0.0,5.7074,12.6583,22.6252,139.3080,90.4143,76.9798,71.3453,67.0613,64.3088,61.7778,59.4428,57.2824,54.5153,51.6721,47.0921,39.9499,30.9630,22.7193,11.2144
1.259,0.0,1.0,0.0,1,8.80517,0.333113,0.00897473,5235.99,0.0,5.7102,12.6750,22.7964,138.8220,90.1002,76.7128,71.0981,66.8287,64.0859,61.5638,59.2372,57.0841,54.3265,51.4932,46.9292,39.8169,30.8772,22.6761,11.2117
1.380,0.0,1.0,0.0,1,13.8837,0.332545,0.00897234,5235.99,0.0,5.7150,12.7074,23.1220,137.9690,89.5463,76.2407,70.6605,66.4176,63.6916,61.1851,58.8726,56.7328,53.9922,51.1761,46.6403,39.5807,30.7241,22.5982,11.2069
1.480,0.0,1.0,0.0,1,18.2361,0.331859,0.00896805,5235.99,0.0,5.7209,12.7514,23.5549,136.9470,88.8808,75.6739,70.1351,65.9236,63.2178,60.7299,58.4346,56.3104,53.5905,50.7955,46.2931,39.2960,30.5390,22.5028,11.2012
1.600,0.0,1.0,0.0,1,23.4048,0.330819,0.00896138,8011.64,0.0,5.7298,12.8295,24.3216,135.3890,87.8680,74.8110,69.3352,65.1715,62.4966,60.0369,57.7676,55.6678,52.9786,50.2154,45.7644,38.8616,30.2545,22.3535,11.1925
1.722,0.0,1.0,0.0,2,29.0905,0.329507,0.00894945,11515.4,0.0,5.7409,12.9477,25.5382,133.4300,86.5927,73.7245,68.3277,64.2244,61.5881,59.1640,56.9278,54.8583,52.2081,49.4850,45.0985,38.3123,29.8915,22.1587,11.1805
1.839,0.0,1.0,0.0,2,34.3829,0.32792,0.00893801,7149.26,0.0,5.7545,13.1228,27.6521,131.0550,85.0473,72.4082,67.1072,63.0769,60.4874,58.1067,55.9103,53.8775,51.2747,48.6003,44.2920,37.6440,29.4453,21.9131,11.1580
1.942,0.0,1.0,0.0,2,38.8026,0.326401,0.0089299,9247.38,0.0,5.7674,13.3264,31.6772,128.7710,83.5627,71.1435,65.9350,61.9749,59.4308,57.0913,54.9332,52.9362,50.3784,47.7507,43.5176,36.9995,29.0103,21.6678,11.1275
2.044,0.0,1.0,0.0,2,43.6077,0.324658,0.00891894,12834.2,0.0,5.7823,13.6071,200.0000,126.1490,81.8585,69.6918,64.5895,60.7100,58.2176,55.9258,53.8117,51.8552,49.3498,46.7754,42.6288,36.2560,28.5031,21.3748,11.0819
2.162,0.0,1.0,0.0,3,49.4165,0.322345,0.00889653,12437.1,0.0,5.8144,14.0671,200.0000,122.6780,79.5993,67.7666,62.8048,59.0320,56.6082,54.3795,52.3235,50.4212,47.9848,45.4813,41.4490,35.2637,27.8179,20.9681,11.0046
2.282,0.0,1.0,0.0,3,54.8183,0.319756,0.00886839,8506.12,0.0,5.8795,14.7199,200.0000,118.7880,77.0668,65.6090,60.8043,57.1508,54.8041,52.6463,50.6556,48.8136,46.4546,44.0307,40.1265,34.1437,27.0338,20.4890,10.8954
2.382,0.0,1.0,0.0,3,59.2952,0.316378,0.0139373,9023.74,0.0,5.9723,15.4813,200.0000,115.2120,74.7427,63.6290,58.9689,55.4258,53.1496,51.0566,49.1259,47.3395,45.0514,42.7007,38.9143,33.1120,26.2985,20.0254,10.7710
2.483,0.0,1.0,0.0,3,63.3237,0.310819,0.0250961,10694.7,0.0,6.0963,16.4826,200.0000,111.4380,72.2778,61.5270,57.0192,53.5921,51.3904,49.3662,47.4990,45.7711,43.5583,41.2849,37.6232,32.0124,25.5033,19.5150,10.6221
2.583,0.0,1.0,0.0,3,68.157,0.301325,0.0370004,11249.5,0.0,6.2655,17.8497,200.0000,107.4470,69.6582,59.2895,54.9430,51.6387,49.5160,47.5644,45.7644,44.0988,41.9658,39.7744,36.2452,30.8377,24.6377,18.9468,10.4395
2.701,0.0,1.0,0.0,3,73.8266,0.283592,0.0520492,12053.6,0.0,6.5412,20.2423,200.0000,102.6510,66.4198,56.5030,52.3488,49.1920,47.1648,45.3013,43.5828,41.9928,39.9573,37.8665,34.5000,29.3445,23.5116,18.1887,10.1709
2.802,0.0,1.0,0.0,3,78.9571,0.26254,0.0653255,12080.6,0.0,6.8459,23.4193,200.0000,98.5183,63.5851,54.0541,50.0654,47.0358,45.0912,43.3039,41.6560,40.1319,38.1810,36.1778,32.9535,28.0186,22.4885,17.4837,9.8992
2.903,0.0,1.0,0.0,3,83.6897,0.234891,0.0787388,12636.0,0.0,7.2278,27.3520,200.0000,94.7507,60.8286,51.6353,47.7959,44.8828,43.0142,41.2979,39.7161,38.2540,36.3835,34.4637,31.3764,26.6569,21.4094,16.7232,9.5829
