time,steer,accel,brake,gear,speedX,trackPos,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.120,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.220,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.339,0.0,0.0,0.0,1,-0.00913045,0.333439,0.00822276,5235.99,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.441,0.0,0.31805255859375,0.0,1,-0.00913045,0.333439,0.00822276,5339.89,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.559,0.0,0.78163955038875,0.0,1,-0.00913045,0.333439,0.00822276,5940.73,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.659,0.0,0.9115920931838856,0.0,1,-0.00913045,0.333439,0.00822276,6733.36,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.780,0.0,0.9697351480662214,0.0,1,-0.00913045,0.333439,0.00822276,7951.51,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.897,0.0,0.9899333865921716,0.0,1,-0.00913045,0.333439,0.00822276,9465.86,0.0,5.7030,12.6267,22.4550,140.4860,90.9268,77.3570,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
1.020,0.0,0.9974056436028977,0.0,1,0.253332,0.333439,0.00860518,5249.36,0.0,5.7053,12.6419,22.5275,139.9250,90.6922,77.1877,71.5270,67.2238,64.4598,61.9187,59.5744,57.4057,54.6284,51.7750,47.1798,40.0184,31.0097,22.7457,11.2185
1.140,0.0,0.998807345661638,0.0,1,3.51575,0.333389,0.00883787,5235.99,0.0,5.7070,12.6539,22.6020,139.4970,90.4931,77.0361,71.3939,67.1041,64.3479,61.8139,59.4763,57.3131,54.5428,51.6966,47.1124,39.9653,30.9737,22.7257,11.2155
1.241,0.0,1.0,0.0,1,7.97802,0.333145,0.00883787,5235.99,0.0,5.7091,12.6665,22.7328,139.1240,90.2508,76.8303,71.2027,66.9243,64.1758,61.6484,59.3170,57.1597,54.3970,51.5585,46.9864,39.8625,30.9074,22.6922,11.2134
1.341,0.0,1.0,0.0,1,12.1838,0.33273,0.0088374,5235.99,0.0,5.7127,12.6897,22.9673,138.4900,89.8397,76.4800,70.8783,66.6193,63.8832,61.3675,59.0466,56.8993,54.1491,51.3235,46.7722,39.6872,30.7940,22.6348,11.2100
